article_no,title,category
153046,2026학년도 2학기(가을학기) 「서울영커리언스 인턴십」참여자 모집 공고,취업/인턴
152968,"[마포청년창업취업지원센터 나루] 첫인상을 바꾸는 취업 전략, 퍼스널컬러 특강 (~6/19)",취업/인턴
152956,"[국가정보원]  2026 하반기 공채 채용설명회 (7/22, 수)",취업/인턴
152953,[서울/취업진로지원센터] 한국중부발전(주) 서울발전본부 「KOMIPO-러닝메이트」 모집 공고 (~6/17 24:00),취업/인턴
151499,(졸업자 및 졸업예정자 대상) 미래 청년 일자리 참여자 모집,취업/인턴
150121,[홍보][KOTRA홍콩무역관] '2026 마카오 글로벌호텔 해외취업 온라인 채용설명회,취업/인턴
149146,"[홍보] 💥""수료생 전원"" 신입채용 서류부터 코딩테스트까지 모두 면제💥 LG유플러스 유레카 SW 교육과정 4기 수강생 모집 중👀(~3/16(월), 13시까지)",취업/인턴
147826,[홍보] 💥KB국민은행 서류면제 혜택 + 약300만원 상당 지원금 제공💥  KB IT's Your Life7기 수강생 2차 모집 중👀(~2/9(월) 09시까지),취업/인턴
147165,[취업진로지원센터] 2026년도 전국 지역인재 7급 수습직원 추천대상자 선발 안내,취업/인턴
147092,[홍보] 2026년 매력일자리 AI활용 공간정보구축사업 참여 안내,취업/인턴
147044,2026학년도 1학기 「서울영커리언스 인턴십(봄학기)」참여자 모집 공고,취업/인턴
146369,2026년 상반기 「ICT 학점연계 프로젝트 인턴십」 글로벌 과정 참여 학생 모집,취업/인턴
145735,[취업진로지원센터] 2026년 취업지원 프로그램 개편을 위한 요구도 조사 실시,취업/인턴
145510,[서울/취업진로지원센터] KT AIVLE SCHOOL 9기 모집 및 ❗비대면❗ 설명회 개최 안내,취업/인턴
145411,"[홍보] 글로벌·대기업 재능기부 취업 멘토링(12.10(수) 18:00, Keynote 특강자 : Microsoft 김성미 이사)",취업/인턴
145301,❗사전신청자 커피쿠폰 지급❗[취업진로지원센터(서울)] [교육설명회] LG CNS KDT AM 전문가 과정 교육설명회 / 11.24(월) 17:00~18:00 / K201,취업/인턴
145253,[홍보] [동덕여자대학교-졸업생 특화프로그램]  Career Fit 면접역량 강화편 참여자 모집,취업/인턴
145008,[홍보] 선배에게 듣는 금융권 IT 취업 특강,취업/인턴
144591,[홍보] [Intel] 엣지 AI SW 아카데미 9기 교육생 모집 - 취업연계과정,취업/인턴
144590,"[홍보] [한화로보틱스, 로보티즈] AI융합 로봇 SW개발자 2기 교육생모집 - 취업연계과정",취업/인턴
144233,[교육설명회] LG CNS KDT AM 전문가 과정 교육 설명회 / 11.24(월) 17:00~18:00 / K동 201호,취업/인턴
144082,[홍보] 인하대학교 대학일자리플러스센터 거점형 특화 프로그램 항공산업 권역별 멘토링 홍보,취업/인턴
144081,[홍보] 2025 마포구 일자리 박람회·청년창업데이 안내,취업/인턴
143883,[채용상담회] 인바디 / 10.21(화) 10:00 ~ 17:00 / 홍문관 로비,취업/인턴
143618,"[교육설명회] 새싹(SeSAC) 중랑캠퍼스 패션 산업 가상회사를 통한 13주로 6개월 경력쌓기, 인턴10 : 패션 브랜드 마케팅 실무과정 설명회 / 10.16(목) 17:00~18:00, Q307호",취업/인턴
143339,[홍보] 한국건설기술인협회 2025 취업지원캠프 개최 홍보,취업/인턴
142542,2025학년도 2학기 계열별 취업스쿨 특강 안내,취업/인턴
142027,[채용상담회] DB손해보험 / 9.11(목) 10:30 ~ 17:00 / 홍문관 로비,취업/인턴
141710,[채용설명회] 넥슨 인턴십 프로그램 '넥토리얼' / 09.04(목) 12:00~13:00 / K동 101호,취업/인턴
141399,[채용상담회] 현대건설 / 9.3(수) 10:00 ~ 17:00 / 홍문관 로비,취업/인턴
141292,2025-2 기업분석을 통한 이력서 및 자기소개서 작성법(사기업/공기업) 특강 안내,취업/인턴
140924,"[취업진로지원센터] 2025-2학기 취업교과목 (직업과 취업, 직무이해와 취업역량개발) 강의 안내",취업/인턴
140851,[홍보] 관악 청년 취업멘토링 8~9월 프로그램 안내,취업/인턴
140703,2025학년도 2학기 대기업 직무적성검사 대비 특강 안내,취업/인턴
140647,[홍보] 2025 방학 직무역량강화 프로그램 12개 직무 현직자 특강 홍보,취업/인턴
139961,[홍보] 멀티캠퍼스 LG유플러스 신입공채 서류면제혜택!_유레카 SW교육과정 3기 수강생 모집,취업/인턴
139851,[홍보] 관악청년 취업멘토링 7~8월 프로그램 홍보(홍대생 참여가능),취업/인턴
139791,[홍보] 대한상공회의소 AI 융합 로봇 SW 개발자 (채용연계과정),취업/인턴
139485,"[홍보] [멀티캠퍼스] LG유플러스, 토스뱅크 ""공채서류면제"" IT부트캠프 수강생 모집안내",취업/인턴
139329,[취업진로지원센터] KOTRA 도쿄무역관 일본 온라인 잡페어 및 기업 설명회 홍보,취업/인턴
139323,[홍보] 2025년 해외일경험 온라인 토크콘서트,취업/인턴
138086,[취업진로지원센터] 2025년 취업지원 프로그램 개편을 위한 요구도 설문조사 실시,취업/인턴
137900,[KOTRA] ‘대체시장 진출전략 릴레이 설명회’ 홍보,취업/인턴
137694,[홍보] 한신대학교 취업준비 기초다지기_면접편,취업/인턴
137680,[홍보] KOTRA 2025년 해외취업 멘토링 프로그램 안내,취업/인턴
137661,[홍보] 서울 청년 예비인턴 사업 참여자 모집,취업/인턴
137639,[취업진로지원센터] 코원 취업캠프(19기) 참여자 모집 안내(~6.16),취업/인턴
137632,[홍보] 청년 예비 건설기술인을 위한 스마트 건설기술 교육 신청 안내,취업/인턴
137533,[홍보] 025 서울청년 취업 멘토링 페스타 feat. 청년 정책 팝업스토어,취업/인턴
137435,[홍보] 대학일자리플러스센터 2025년 하계방학 제약바이오 거점형 실무역량 양성과정,취업/인턴
137280,[홍보] 2025년 미래내일 일경험 사업(인턴형) 방학과정 참여청년모집,취업/인턴
137250,[홍보] 인하대학교 대학일자리플러스센터 거점형 특화프로그램 디지털전환(DX) 맞춤형 취업 아카데미,취업/인턴
136762,[교육설명회] LG CNS KDT AM 전문가 과정 교육 설명회 / 5.20(화) 17:00~18:00 / A동 201호(5.20 오후 3시까지 신청 시 샌드위치 제공),취업/인턴
136747,[홍보] 2025 성신여자대학교 직무 페스티벌 홍보,취업/인턴
136580,[교육설명회] LG CNS KDT AM 전문가 과정 교육 설명회 / 5.20(화) 17:00~18:00 / A동 201호,취업/인턴
136421,[홍보] [한신대학교] 『졸업생 특화프로그램 실무역량강화』 홍보,취업/인턴
136416,[홍보] 2025년도 청년미래플러스 사업 참여자 모집안내,취업/인턴
136326,"[홍보] [인하대학교 대학일자리플러스센터] 거점형 특화프로그램 ""항만산업 체험 진로캠프""",취업/인턴
136324,[홍보] 2025년 포스코에이앤씨와 함께 하는 멘토링 Day&apos; 참여 홍보,취업/인턴
136322,[홍보] 「2025년 미래 청년 일자리」참여자 모집 안내,취업/인턴
136139,[채용설명회] 인천국제공항공사 / 5/12(월) 14:00~15:00 / A동 101호,취업/인턴
136062,[채용설명회] LH채용라운지 / 5.13 (화) 14:00~15:00 / Q동 0403호,취업/인턴
135947,[취업진로지원센터] 2025년 미래내일 일경험 사업(SBS) 대학 추천전형 안내 studio161/sbsi (~5/9),취업/인턴
134415,2025년 하반기 「ICT 학점연계 프로젝트 인턴십」 글로벌 과정 참여 학생 2차 모집 (~4/27),취업/인턴
134356,"[교육] [멀티캠퍼스] 25년 4월 IT부트캠프(K-디지털트레이닝, 전액무료) 교육일정안내",취업/인턴
134323,[서울/취업진로지원센터] 국민취업지원제도 2025년 4월 현장접수 안내 (매주 화요일 / Q동 정보통신센터 307호),취업/인턴
133980,2025학년도 1학기 계열별 취업스쿨 특강 안내,취업/인턴
133590,[서울/취업진로지원센터] 2025년 4월 취업(진로) 1:1 집중컨설팅 안내 (예약가능한 시간은 취업진로지원센터 홈페이지 [알림마당]에서 확인가능합니다),취업/인턴
133562,[채용상담회] 아성다이소 / 3.20(목) 9:30~17:00 / 홍문관 로비,취업/인턴
133558,「2025년 경기청년 해외진출」 사업 미국 인턴십 참여자 모집,취업/인턴
133215,[채용설명회] 펄어비스 / 3.17(월) 15:00~17:00 / 제 1공학관(K동) 101호,취업/인턴
133203,[채용박람회] 2025 KOREA JOB FAIR 대한민국 채용박람회 / 3.19(수) ~ 3.20(목) / aT센터 제 1전시관(서울 양재시민의숲역 4번출구),취업/인턴
133084,2025년 하반기 「ICT 학점연계 프로젝트 인턴십」 글로벌 과정 참여 학생 모집 (~3/28),취업/인턴
133077,[채용설명회] 미미박스 / 3.18(화) 14:00~15:00 / 홍문관 해동홀(R동) 924호,취업/인턴
132832,[채용상담회] 삼성화재 / 3.13(목)~3.14(금) 09:30 ~ 17:00 / 홍문관 로비,취업/인턴
132831,[채용상담회] 삼성에스원 / 3.13(목) 09:30 ~ 17:00 / 홍문관 로비,취업/인턴
132830,[채용상담회] 현대건설 / 3.12(수) 09:30 ~ 17:00 / 홍문관 로비,취업/인턴
132829,[채용상담회] 한국항공우주산업 / 3.12(수) 10:00~17:00 / 홍문관 로비,취업/인턴
132827,[채용상담회] 신한은행 / 3.11(화) 10:00~17:00 / 홍문관 로비,취업/인턴
132491,채용연계형 [ 빅데이터 개발자과정 ] 무료 교육생 모집,취업/인턴
130980,[ICT인턴십] 2025년 상반기 국내과정 학생 지원 안내,취업/인턴
130851,[HD현대삼호] 2025년 1학기 채용연계형 표준현장실습학기제,취업/인턴
147744,2026학년도 1학기 수료생의 교과목 수강 및 교과목 이수학점 졸업 신청 안내(2.2.(월)~20.(금)),졸업
147639,2025학년도 전기 학위수여식(제76회) 및 학위기 배부 ·석사학위가운 대여 안내,졸업
147638,2026년 2월 대학원 졸업예정자 졸업사정결과 조회 안내(1.20.(화)~2.6.(금)),졸업
147605,2026년 2월 대학원 졸업예정자 세부전공명/학위명 선택 안내(1.19.(월)~1.26.(월)),졸업
139776,2024학년도 후기 학위수여식(제75회) 및 학위기 배부 ·석사학위가운 대여 안내,졸업
139775,2025년 8월 대학원 졸업예정자 졸업사정결과 조회 안내(7.21.(월)~8.8.(금)),졸업
139628,2025년 8월 대학원 졸업예정자 세부전공명/학위명 선택 안내(7.18.(금)~7.25.(금)),졸업
139622,2025학년도 2학기 수료생의 교과목 수강 및 교과목 이수학점 졸업 신청 안내(8.4.(월)~8.18.(월)),졸업
131005,2024학년도 전기 학위수여식(제75회) 및 학위기 배부 ·석사학위가운 대여 안내,졸업
131001,2025년 2월 대학원 졸업예정자 졸업사정결과 조회 안내(1.22.(수)~2.7.(금)),졸업
130998,2025년 2월 졸업예정자 세부전공명/학위명 선택 안내(1.22.(수)~2.3.(월)),졸업
151675,학사학위취득유예 신청 일정 안내(2026년 8월 졸업대상자),졸업
151602,[서울캠퍼스] 2025학년도 후기(2026년 8월) 졸업예정자 전공명 선택 안내,졸업
151563,[세종캠퍼스] 2025학년도 후기(2026년 8월) 졸업예정자 전공명 선택 안내,졸업
152753,2026년 8월 조기졸업 신청서 제출 안내,졸업
148230,졸업가운 대여 및 졸업물품 배부 안내(서울캠퍼스 학부생),졸업
148043,2026년 2월 졸업대상자 졸업사정결과 조회 안내(학부),졸업
147614,(제76회) 2025학년도 전기 학위수여식 참석 안내(학부),졸업
147327,[세종캠퍼스] 2025학년도 전기(2026년 2월) 졸업예정자 전공명 선택 안내(2차),졸업
147280,[서울캠퍼스] 2025학년도 전기(2026년 2월) 졸업예정자 전공명 선택 안내(2차),졸업
146872,2025학년도 전기(2026년 2월) 졸업예정자 부전공 및 융합전공 졸업 자격취득 신청 안내,졸업
146136,"2026년 2월 졸업예정자 ""교원자격무시험검정원서"" 접수(~26.1.23)",졸업
145479,2026년 2월 조기졸업 신청서 제출 안내,졸업
144702,[세종캠퍼스] 2025학년도 전기(2026년 2월) 졸업예정자 전공명 선택 안내,졸업
144659,[서울캠퍼스] 2025학년도 전기(2026년 2월) 졸업예정자 전공명 선택 안내,졸업
144540,2025학년도 졸업사진 추가촬영 안내(서울캠퍼스),졸업
144439,학사학위취득유예 신청 일정 안내(2026년 2월 졸업대상자),졸업
140457,2025년 8월 졸업대상자의 졸업사정 결과 조회 안내(학부),졸업
140340,졸업가운 대여 및 졸업물품 배부 안내(서울캠퍼스 학부생),졸업
139384,2024학년도 후기 학위수여식 (제75회) 참석 안내(학부),졸업
139293,[세종캠퍼스] 2024학년도 후기(2025년 8월) 졸업예정자 전공명 선택 안내(2차),졸업
139235,[서울캠퍼스] 2024학년도 후기(2025년 8월) 졸업예정자 전공명 선택 안내(2차),졸업
138121,2024학년도 후기(2025년 8월) 졸업예정자 부전공 및 융합전공 졸업 자격취득 신청 안내,졸업
138006,"2025년 8월 졸업예정자 ""교원자격무시험검정원서"" 접수(~25.7.23)",졸업
137357,2025년 8월 조기졸업 신청서 제출 안내,졸업
136281,[세종캠퍼스] 2024학년도 후기(2025년 8월) 졸업예정자 전공명 선택 안내,졸업
136239,[서울캠퍼스] 2024학년도 후기(2025년 8월) 졸업예정자 전공명 선택 안내,졸업
135912,학사학위취득유예 신청 일정 안내(2025년 8월 졸업대상자),졸업
131885,졸업가운 대여 및 졸업물품 배부 안내(서울캠퍼스 학부생),졸업
131482,2025년 2월 졸업대상자 졸업사정결과 조회 안내(학부),졸업
131324,2024학년도 제75회 전기 학위수여식 참석 안내(학부),졸업
129306,[서울캠퍼스] 2024학년도 전기(2025년 2월) 졸업예정자 전공명 선택 안내(2차),졸업
128887,2024학년도 전기(2025년 2월) 졸업예정자 부전공 및 융합전공 졸업 자격취득 신청 안내,졸업
128363,"2025년 2월 졸업예정자 ""교원자격무시험검정원서"" 접수(~25.1.23)",졸업
121345,[세종캠퍼스] 2024학년도 전기(2025년 2월) 졸업예정자 전공명 선택 안내,졸업
121303,[서울캠퍼스] 2024학년도 전기(2025년 2월) 졸업예정자 전공명 선택 안내,졸업
121300,학사학위취득유예 신청 일정 안내(2025년 2월 졸업대상자),졸업
110910,2024년 8월 졸업대상자 졸업사정결과 조회 안내(학부),졸업
110652,2023학년도 후기 학위수여식(제74회) 안내 (학부),졸업
99683,[세종캠퍼스] 2023학년도 후기(2024년 8월) 졸업예정자 전공명 선택 안내(2차),졸업
99668,2023학년도 후기(2024년 8월) 졸업예정자 전공명 선택 안내(2차),졸업
98851,"2024년 8월 졸업예정자 ""교원자격무시험검정원서"" 접수(~24.7.22)",졸업
97602,(2024년 8월 졸업예정자 필독) 2023학년도 후기 졸업예정자 부전공 및 융합전공 자격 취득 신청,졸업
97317,2024년 8월 조기졸업 신청서 제출 안내,졸업
94610,[세종캠퍼스] 2023학년도 후기(2024년 8월) 졸업예정자 전공명 선택 안내,졸업
94364,2023학년도 후기(2024년 8월) 졸업예정자 전공명 선택 안내,졸업
94327,학사학위취득유예 신청 일정 안내(2024년 8월 졸업대상자),졸업
127576,2025년 2월 조기졸업 신청서 제출 안내,졸업
151894,2026-1 졸업앨범 사진 촬영 안내(서울캠퍼스)_예약 링크 수정,졸업
142838,2025-2 졸업앨범 사진 촬영 안내(서울캠퍼스),졸업
124914,2024-2 졸업앨범 사진 추가 촬영 안내(서울캠퍼스)_촬영장소 변경,졸업
119825,2024-2 졸업앨범 사진 촬영 안내(서울캠퍼스),졸업
